""" Высшее образование. Отличное знание MOffice. Желателен опыт на аналогичной позиции. Знание специфики валютных банковских переводов. Аккуратность, точность и собранность. Стрессоустойчивость. Работа с большими объемами данных. Знание английского языка приветствуется.    """
""" Внимательность Аккуратность Честность Умение работать с большими объемами информации и в режиме многозадачности Пунктуальность Опытный пользователь ПК, знание современных программ Желательно знание 1C 8.3 Желательно высшее образование Опыт работы не обязателен  """
""" Уверенный пользователь ПК, Excel, Word Желание расти и развиваться в стабильной компании Умение нести ответственность за свою работу Рассматриваются кандидаты с законченным высшим экономическим образованием. Средний балл аттестата не менее 4.7.  """
""" Опыт работы замглавного бухгалтера и экономистом; Высшее образование; Знание 1С, Excel, Word, Экспресс-Финанс, Банк-Клиент; Коммуникабельность; Исполнительность; Дисциплинированность; Ответственность.  """
""" Высшее экономическое образование; Опыт работы в строительной сфере от 1 года; Опыт работы с аналогичными задачами от 2 лет; Ответственность, внимательность, исполнительность.  """
""" высшее профильное образование; опыт в сфере строительства и проектных работ; продвинутый пользователь Excel; опыт работы более 3 лет  """
"""  Высшее образование, предпочтительно экономическое или мат. анализ   Excel – уверенное владение (ВПР, сводные таблицы как минимум)   Исполнительность и внимательность    Сообразительность   Желание работать   Опыт работы по профилю будет преимуществом, но готовы и к кандидатам без опыта     """
""" Высшее образование:экономическое/финансовое Опыт ведения управленческого учета (БДР, БДДС, баланс), бухгалтерского и налогового учета Способность работать с большим объемом информации Продвинутый пользователь Excel, 1C. Высокий уровень самостоятельности в выполнении задач"""
""" Высшее образование (экономика, финансы, бух.учет) Опыт работы от 3-х лет в компаниях холдингового типа Опыт самостоятельного составления бюджетов и сопровождения процесса бюджетирования (БДР, БДДС) Умение работать с управленческой отчетностью Опыт постановки задач по автоматизации учета Опыт работы с большим объемом информации Опытны пользователь 1С, Exсel Внимательность, усидчивость, скрупулезность    """
""" Высшее образование (математические методы, эконометрика, статистика, экономика, финансы, маркетинг). Знание основ прогнозирования, анализ отклонений (многофакторный анализ) Знание MS Excel (формулы, сводные таблицы) на уровне продвинутого пользователя. Опыт работы в аналитике от 3-х лет (анализ данных, формирование выводов, разработка алгоритмов/моделей). Умение анализировать большие объемы информации, инициативность, высокая работоспособность. Внимательность.    """
""" Высшее образование; Опыт работы в банке по обслуживанию юридических лиц не менее 3-х лет; ПК - уверенный пользователь; Желателен опыт работы в АБС Диасофт.  """
""" Высшее экономическое/математическое образование, Опыт работы от 2-х лет в области: оценки кредитных рисков юридических лиц или кредитования юридических лиц, Знание анализа ФХД предприятия, Знание основ РБСУ/МСФО, желательно основ Basel II/III, Знание нормативных документов ЦБ РФ (3624-У, (96-Т0, 483-П, 590-П, 283-П, 180-П ), Знание автоматизированных банковских систем, Ехсеl.   """
"""  Высшее экономическое; Опыт работы в планово-экономическом отделе; Знание программ: MS Office: Word, Excel, Power Point, 1С: Предприятие 8.3, SAP; Знание английского языка.  """
""" Образование: высшее экономическое Опыт работы: от 1 до 3 лет Владение ПК: уверенный пользователь (1С:УПП 8, MS Word, MS Excel,умение работать с большим объемом данных. Специальные профессиональные навыки: знание основ бухгалтерского учёта, знание законодательных и нормативных актовформирования себестоимости (в т.ч. по ГОЗ); участие в проектах автоматизации управленческого учета на предприятии на любых ролях (будет преимуществом); опыт деловой внутренней переписки Личностные качества: высокий уровень самостоятельности при выполнении задач, аналитическое мышление, коммуникабельность, стрессоустойчивость, аккуратность, ответственность за результаты труда, стремление к собственному развитию и совершенствованию своей работы, при возникновении важных задач готовность к ненормированному рабочему дню. О/работы в компаниях: в отрасли «машиностроение» не менее 1 года  """
""" Высшее экономическое образование (специальность: бухгалтерский учет, экономика и финансы); Хороший уровень знаний: Бухгалтерского учета (в том числе знание принципов формирования отчетности, понимание бухгалтерских проводок) Налогового учета Основ бюджетирования Управленческого учета Знание методов анализа финансово-хозяйственной деятельности и оценки финансового состояния предприятия; Опытный пользователь 1С; Знание MS Excel (формирование сводных таблиц, написание сложных формул); Развитые аналитические способности, внимательность, ответственность.  """
""" высшее образование: экономическое / бухгалтерский учёт/менеджмент/физико-математическое; отличное владение ПК (Excel, 1C); опыт разработки: бизнес-планов; нормативов материальных, трудовых и финансовых программ; опыт работы не менее 1 года; организованность, внимательность, усидчивость.  """
""" Высшее экономическое /финансовое образование. Знание бухгалтерского и налогового учета Опыт работы не менее 3 лет в аналогичной должности Владение Excel на продвинутом уровне (обязательно!), умение строить финансовые модели в Excel. Уверенные знания и опыт использования 1С 8.3 Опыт в области подготовки управленческой отчетности и бюджетирования. Умение работать в режиме многозадачности, аналитические способности, хорошие коммуникативные навыки.  """
""" Высшее экономическое /финансовое образование. · Знание бухгалтерского и налогового учета · Опыт работы не менее 3 лет в аналогичной должности, опыт работы в ритейле,FMCG,HoReCa будет Вашим преимуществом · Владение Excel на продвинутом уровне  · Уверенные знания и опыт использования 1С 8.3 / ERP опыт работы с программами iiko / R-Keeper будет Вашим преимуществом · Опыт в области подготовки управленческой отчетности и бюджетирования. · Умение работать в режиме многозадачности, аналитические способности, хорошие коммуникативные навыки.   """
""" Обязательно знание Excel на уровне продвинутого пользователя; Высшее экономическое образование; Понимание методов ведения бухгалтерского и управленческого учета; Знание программы 1С обязательно; Опыт работы с банками ( подготовка кредитной документации, подготовка отчетов по запросу банков); Опыт выравнивания взаиморасчетов с контрагентами ( акты сверок); Опыт составления управленческой отчетности.    """
"""  управленческие навыки;   углубленный финансово-экономический анализ деятельности предприятия, отраслевая экспертиза;   знание налогового законодательства, законодательства в области финансов и кредита, нормативных документов Банка России, внутренних нормативных и организационно-распорядительных документов Банка;   опыт работы на ПК (приложения MS Office, Internet, Lotus Notes).   """
""" Высшее профильное образование Опыт работы в сфере услуг, общественное питание Опыт работы на должностях экономист, ведущий экономист, руководитель планово-экономического отдела Знание принципов планирования, учета и калькуляции себестоимости продукции Знания состава и классификации затрат, включаемых в стоимость продукции Отличное знание 1С 8.3, MS Word, MS Exсel (сводные таблицы, работа с массивами данных), навыки работы в MS PowerPoint Знание управленческого и бухгалтерского учета, финансового и инвестиционного анализа, бюджетирования и финансового планирования Умение работать с большим объемом информацииСпособен: Самостоятельно осуществлять сбор, анализ и обработку данных из информационных систем; Самостоятельно осуществлять необходимые экономические расчеты, делать выводы, формировать пояснительные записки, вырабатывать рекомендации на основе расчетов; Использовать для решения аналитических и исследовательских задач различные методики анализа Системность, аналитический склад ума, умение работать в условиях многозадачности    """
""" высшее образование (экономист) - опыт работы по профилю от 3-х лет - уверенный пользователь ПК - желателен опыт работы со сметами """
""" высшее экономическое образование; опыт работы в кредитной организации от 1 года; опыт анализа финансово-хозяйственной деятельности предприятий и организаций; расчет и анализ финансовых показателей организаций и предприятий, умение анализировать контрактную базу; знание нормативной и законодательной базы в области банковского регулирования и надзора, в том числе по созданию резервов на возможные потери по ссудам и по условным обязательствам кредитного характера.  """
""" Опыт работы более одного года в должности экономиста по направлению бюджетирования Знание бухгалтерского и управленческого учета Наличие опыта в SAP приветствуется Опыт работы в бюджетировании Опыт работы в проведении факторного анализа отклонений плана от факта Опытный пользователь ПК, продвинутый пользователь EXCEL, Power Point    """
""" Высшее образование Знание нормативной базы деятельности ПИФ и рынка ценных бумаг, требований Центрального Банка к деятельности ПИФ и УК. Знание cпецифики ПИФов. Опыт работы в Управляющей компании ДУ ПИФ или /и в Спецдепозитарии. Наличие аттестата (ФКЦБ, ФСФР, Центрального Банка)  Опыт работы в бэк-офисе УК и бухгалтерии, а также знание 1С и других программ по отчетности фондов - приветствуются.  Обязанности:   Работа с отчетностью и с контрагентами по заключению сделок с активами фонда, работа с договорами и первичной документацией.   """
""" Иметь опыт работы с 1С Бухгалтерия.  """
""" Высшее экономическое образование. Опыт формирования БДР, БДДС. Опыт работы в должности ведущего экономиста Продвинутый пользователь Excel, 1C. Высокий уровень самостоятельности в выполнении задач Умение работать с большими объемами информации, стрессоустойчивость Активность ,целеустремленность, желание обучаться новому Грамотная устная и письменная речь.  """
"""   высшее образование (финансовое\экономическое); опыт работы в подразделении кредитной организации, связанном с ПОД/ФТ не менее 3 лет; знание принципов работы структурных подразделений кредитной организации по работе с клиентами, а также других структурных подразделений кредитной организации, занимающихся совершением банковских операций и иных сделок в соответствии с законодательством РФ; знание действующего законодательства, нормативных документов ЦБ РФ, относящихся к направлению деятельности.   """
"""Требования к кандидату:  высшее экономическое образование; опыт работы на аналогичной позиции не менее года (желательно в торговой компании); уверенный пользователь ПК, отличные знания и опыт работы в 1С 8.2/8.3, Excel (сводные таблицы); опыт работы с большими массивами данных; внимательность, исполнительность, самоорганизация.  """
""" Высшее экономическое образование; (оформление допуска к гос. тайне); Опыт работы от 1 года на должности экономиста или специалиста по договорной работе; Умение работать с большим объёмом информации Знание основ законодательства в области ГОЗ; Уверенный пользователь MS Office, 1С;  """
""" Высшее экономическое образование; Знание бухгалтерского учёта; Знание принципов управленческого учёта; Практический опыт составления бюджетов; Наличие аналитических способностей; Продвинутый пользователь MS Office; 1С Предприятие 8;  Ключевые навыки:  Российские стандарты бухгалтерского учёта; Бюджетирование; Управленческая отчётность; Финансовое планирование; 1С: Предприятие 8; MS Power Point;  """
""" Опыт работы от 5 лет в строительных или производственных организациях Навыки формирования и анализа БДР и БДДС, Опыт автоматизации бизнес-процессов, Умение работать в режиме многозадачности, стрессоустойчивость, коммуникабельность  """
""" Высшее экономическое образование. Опыт работы на аналогичной позиции от 5 лет. Владение MS Office в совершенстве, 1С, Oracle Hyperion, SAP - дополнительное преимущество.    """
""" высшее экономическое образование; - опыт работы не менее 2-х лет; - уверенный пользователь MS Excel; - умение логически мыслить; - способность работать с большим объемами информации; - умение работать в режиме многозадачности; - знание 1 С, МИС Медиалог"""
""" высшее экономическое образование; опыт продаж и операционной работы в банке обязателен; знание банковского дела и банковских продуктов; доброжелательность, активность, внимательность, стрессоустойчивость, клиентоориентированность.  Мы предлагаем:  оформление в штат банка согласно ТК РФ; уровень оклада обсуждается на собеседовании + ежемесячная премия по результатам работы; сменный график работы; обучение в учебном центре банка и в процессе работы с наставником; карьерный рост; ДМС с различными программами; программы льготного кредитования для сотрудников Банка; корпоративные мероприятия для сотрудников. """
""" высшее экономическое образование; опыт продаж и операционной работы в банке обязателен; знание банковского дела и банковских продуктов; доброжелательность, активность, внимательность, стрессоустойчивость, клиентоориентированность.  Мы предлагаем:  оформление в штат банка согласно ТК РФ; уровень оклада обсуждается на собеседовании + ежемесячная премия по результатам работы; сменный график работы; обучение в учебном центре банка и в процессе работы с наставником; карьерный рост; ДМС с различными программами; программы льготного кредитования для сотрудников Банка; корпоративные мероприятия для сотрудников. """
""" Высшее экономическое образование; Опыт работы в должности экономиста в государственных бюджетных учреждениях (образования, здравоохранения, культуры) от 1 года - обязательно!; Опытный пользователь ПК (Word, Excel); Личные качества: ответственность, внимательность, усидчивость, обучаемость.  """
""" Законченное высшее экономическое \ финансовое образование. Опыт работы экономистом / финансовым менеджером от 3-х лет; Опыт работы экономистом в строительной сфере от 1 года; Отличное знание управленческого учета и бюджетирования; Опыт формирования БДДС, БДР, управленческой отчетности; Знание 1С:Бухгалтерия 8.3, 1С:УНФ, MS Office; Усидчивость, внимательность в работе с данными, нацеленность на результат.  """
""" Высшее экономическое образование; Опыт работы в должности экономиста; Знание Excel на уровне продвинутого пользователя;  """
""" высшее образование (экономическое); опыт работы в банке по направлению кредитования юридических лиц от 3-х лет; опыт анализа финансовой и бухгалтерской документации клиентов среднего и крупного бизнеса от 2-х лет; знание анализа финансово-хозяйственной деятельности. """
"""* высшее экономическое образование; * основной опыт работы в управленческом учёте; * продвинутый пользователь Excel, 1C, пакет Microsoft Office; * высокий уровень самостоятельности в выполнении задач; * умение работать с большими объемами информации; * активность, целеустремленность; * грамотная устная и письменная речь.   """
""" Образование высшее экономическое; Опыт работы на производственных предприятиях обязателен (расчет себестоимости, составление плановых калькуляций, написание бизнес планов) 1 С 8.3 УПП, Excel на уровне продвинутого пользователя Английский (Intermediate) как преимущество Добросовестность, исполнительность, ответственность  """
"""- высшее экономическое образование;- опыт работы по специальности не менее 1 года;- опытный пользователь 1С (8.2, 8.3);- продвинутый пользователь MS Excel;- умение работать в режиме многозадачности;- исполнительность, внимательность, ответственность,комму"""
"""- высшее экономическое образование;- опыт работы по специальности не менее 2-х лет;- опытный пользователь 1С (8.2, 8.3);- продвинутый пользователь MS Excel;- умение работать в режиме многозадачности;- исполнительность, внимательность, ответственность, """
"""  Опыт работы на аналогичной должности от 1 года   Опыт работы с системами банк-клиент, 1С   Внимательность, ответственность, умение работать с большим объемом информации   """
"""- образование высшее (экономическое, юридическое, финансы/банки); - опыт работы на аналогичной должности (кредитование корпоративных лиц, андеррайтинг) от 1-го года; - знание нормативной базы и процессов в части корпоративного кредитования.   """
""" Высшее образование (финансы, экономика, бухгалтерский учет); ? Отличное знание MS Excel; ? Практические навыки в области финансового моделирования; ? Знания бюджетирования, финансового и управленческого учета, инвестиционной оценки, основ проектного управления; ? Опыт работы аналогичный функциональным задачам от 3 лет (желательно в консалтинге / коммерческой медицине / девелопменте).  """
""" высшее/незаконченное высшее/среднее профессиональное образование опыт работы в банковской сфере по данному направлению от полугода знание нормативных документов‚ регламентирующих операционную работу с физическими лицами "" "
""" высшее/незаконченное высшее/среднее профессиональное образование опыт работы в банковской сфере по данному направлению от полугода знание нормативных документов‚ регламентирующих операционную работу с физическими лицами  """
" высшее/незаконченное высшее/среднее профессиональное образование опыт работы в банковской сфере по данному направлению от полугода ""знание нормативных документов‚ регламентирующих операционную работу с физическими лицами   """
"2 высшее/незаконченное высшее/среднее профессиональное образование опыт работы в банковской сфере по данному направлению от полугода знание нормативных документов‚ регламентирующих операционную работу с физическими лицами  """
""" высшее экономическое образование; наличие опыта работы в сфере экономики и финансов на аналогичной должности не менее 2 лет; знание методов статистического и финансово-экономического анализа, методов формирования себестоимости, принципов группировки затрат в составе себестоимости продукции; знание порядка разработки перспективных и годовых планов производственной и финансовой деятельности; знание основ бухгалтерского учета и налогового законодательства; навыки работы с большими массивами информации; уверенный пользователь Microsoft Office, особенно Excel (работа со сводными таблицами, знание встроенных функций), PowerPoint; Access.  """
""" Опыт работы в производственной компании от 2-х лет. Практический опыт в формировании и анализе производственной себестоимости. Знание 1С:ERP Управление предприятием 2  Подготовка управленческой отчетности (БДДС, БДР) .   Финансовый анализ деятельности предприятия.  Анализ выполнения ключевых показателей. Планирование и прогнозирование.  Калькуляция себестоимости продукции (большая номенклатура комплектующих и готовой продукции)  Продвинутый пользователь MS Excel. Наличие высшего экономического образования.    """
""" Высшее финансово-экономическое образование Знание бухгалтерского учета Знание финансового анализа Опыт работы в финансовой сфере не менее 2-х лет ПК - продвинутый пользователь EXCEL, SAP/R3 (является преимуществом) Внимательность, ответственность , коммуникабельность, опыт работы с большим объемом информации и документов    """
""" Высшее экономическое образование, Опыт работы в строительстве, Опыт работы в крупных компаниях, Отличные навыки в сферах бюджетирования, финансового планирования, контроля и оценки финансовых и налоговых рисков знание «1С:8.2 УПП , правовых систем; опытный пользователь ПК (MS Office,);  """
"""Высшее образование (экономическое, техническое): очная или очно-заочная форма обучения; Опыт работы в должности экономиста / экономиста-аналитика не менее 3 лет; Понимание управленческого и бухгалтерского учета; Грамотная письменная и устная речь, умение лаконично излагать и отстаивать свою позицию; Навыки работы в программе 1С:ERP будет Вашим преимуществом.   """
""" Высшее экономическое образование; Обязателен аналогичный опыт работы от 3-х лет на текущем месте работы (только производственная компания); Обязателен опыт в рамках 275- Ф З РФ; Опытный пользователь офисных программ, Excel; Пользователь программы 1:C Предприятие 8.3.,(комплексная автоматизация); Высокая степень профессиональной ответственности, развитые аналитические способности, проактивность, нацеленность на результат; Умение работать с большим объемом информации, готовность к динамичному ритму работы.    """
""" Высшее экономическое. образование, Опыт работы в области бухгалтерского учета кредитных операций юридических лиц. Знание нормативных документов Банка России, законодательства в области бухгалтерского учета в коммерческих банках. опытный пользователь ПК (навык работы с программами Microsoft Word, Microsoft Excel, Консультант Плюс, электронной почтой), АБС IBSO. Высокий уровень личной ответственности, умение работать с большим объемом информации, внимательность, коммуникабельность, целеустремленность, желание профессионального роста и развития.  """
""" Составление бюджетов, подготовка пояснительных записок и презентационных материалов к бюджетам и отчетам об их исполнении, экономический анализ деятельности Общества. Умение получать любую необходимую информацию по данным бухгалтерского учета. Умение анализировать и обрабатывать большие массивы информации с целью формирования отчетов и прогнозов. Умение качественно готовить текстовые документы, поясняющие табличные данные. Умение анализировать договорную документацию и готовить справочно-табличную информацию по условиям договоров. Оценка рисков для Общества. Высшее экономическое образование обязательно. Хороший уровень знания бухгалтерского учета. Хорошее уровень знание пакета программ MS Office. Отличное владение Excel. В первую очередь: сводные таблицы и функции (математические, логические, текстовые, дата, время и т.д.). Уверенный пользователь 1С.8. Отличное знание русского языка, грамотная устная и письменная речь. Аналитический склад ума, стрессоустойчивость, умение работать в команде и в режиме многозадачности, ответственность, организованность, исполнительность. Опыт работы не менее 2-х лет в сфере экономики. Опыт работы в крупных компаниях, в сфере ОАО &quot;РЖД&quot;, в проектных или строительных организация является преимуществом.  """
""" Наличие высшего экономического образования; Знание принципов бюджетирования; Продвинутый пользователь 1С. Опыт работы на аналогичной должности от 2-х лет.  """
""" Образование высшее экономическое; Опыт расчета цен по методике МО РФ и другим руководящим документам по ценообразованию продукции ГОЗ; Опыт в формировании сводных управленческих документов; Опыт в разработке ТЗ для автоматизации управленческого учета; Опыт работы с хозяйственными договорами, знания основ документооборота.    """
"""  опыт работы согласно обязанностям от 3х лет   уверенный пользователь 1С 8.3, WORD, EXCEL   Знание законодательной базы     """
" ""опыт работы экономистом ПЭО в производственной компании    Зарплатные ожидания обсуждаются с каждым кандидатом индивидуально."""
""" высшее образование опыт работы в области экономики и финансов от 1 до 3 лет понимание и опыт работы с корреспонденцией счетов в бухгалтерском учёте (счёт 50, счёт 51 и т.д) понимание и опыт работы с бюджетированием движения денежных средств Уверенный пользователь ПК: Excel, 1С  """
""" Высшее экономическое образование; Знание основ бухгалтерского учета, методов анализа финансово-хозяйственной деятельности, планирования доходов и расходов; Опыт работы экономистом от 3-х лет обязателен, опыт работы в автомобильном бизнесе будет преимуществом; Стрессоустойчивость, ответственность, внимательность, коммуникабельность, умение работать в команде; Готовность работать с большим объемом информации в интенсивном режиме, умение систематизировать свою работу и находить оптимальные решения; Желание работать и развиваться в крупной автомобильной компании.    """
""" Опыт работы в данной области Внимательность и пунктуальность  """
""" Высшее экономическое образование (желательно выпускники ФИНЭК, СПбГУ, ПГУПС, ИнЖЕКОН); Опыт работы на аналогичной должности от 5-ли лет; Знание законодательных и нормативно- правовых актов, методических материалов по планированию, учету и анализу деятельности Общества; Практические навыки разработки методологии бюджетирования, бюджетных классификаторов, перспективных и годовых планов хозяйственно-финансовой и производственной деятельности предприятий, бюджетов компании и группы компаний; Практический опыт подготовки отчетности по исполнению бюджетов, факторного анализа отклонений, разработки ключевых производственных показателей; Знание Excel на уровне продвинутого пользователя, знание 1С, SAP; Коммуникабельность, аналитические способности, системность, высокий уровень самостоятельности и ответственности.  """
""" Высшее экономическое образование; Опыт прохождения аудиторских и налоговых проверок; Опыт работы в общепите обязателен; Формирование налоговой, бухгалтерской отчетности; Опыт сдачи электронной отчетности в контролирующие органы; Знание всех участков бухгалтерского учета; Опыт работы от 3-х лет; Уверенное владение 1С Бухгалтерия, ЗУП; Знание 1С, MS Office (Word, Excel, Outlook).    """
""" опыт активных продаж розничных банковских продуктов от 2 лет опыт работы с банковской документацией знание банковских продуктов и методик проведения банковских операций высокие коммуникативные навыки и нацеленность на результат    """
""" высшее образование (экономическое, математическое, IT-специальности); обязательны знания финансовых рынков и инструментов, необходимо знание рынка облигаций; уверенное владение MS Office; аналитическое мышление, ответственность, внимательность, коммуникабельность; активная жизненная позиция.    """
""" Высшее экономическое/финансовое образование Успешный опыт работы экономистом от 2 лет Уверенный пользователь ПК, 1С, Exсel Умение работать с большим объемом информации в режиме многозадачности  """
""" высшее экономическое образование; опыт продаж и операционной работы в банке обязателен; знание банковского дела и банковских продуктов; доброжелательность, активность, внимательность, стрессоустойчивость, клиентоориентированность. """
""" высшее экономическое образование; опыт продаж и операционной работы в банке обязателен; знание банковского дела и банковских продуктов; доброжелательность, активность, внимательность, стрессоустойчивость, клиентоориентированность.  """
" ""высшее/неполное высшее образование; опыт работы в операционной кассе от 1 года; знание банковского законодательства в части кассовых операций; наличие специальной подготовки в объеме курсов валютного кассира, подтвержденных дипломом (сертификатом или свидетельством); способность работать в большим объемом денежной наличности; клиентоориентированность, стрессоустойчивость, коммуникабельность, способность к быстрому обучению; опытный пользователь ПК (Знание ПО Диасофт приветствуется).  """
" "" высшее экономическое образование;   успешный опыт продаж;   хорошее знание регионального рынка;?   навыки проведения фин.анализа по методике ЕБРР;   знание основ законодательства и 115-ФЗ.   """
""" высшее/незаконченное высшее образование: специальность по диплому - математические методы в экономике/физике, прикладная информатика; владение навыками программирования (VBA, использование SQL); знание принципов ценообразования производных финансовых инструментов; уровень английского – Upper-Intermediate.  Вашим преимуществом будет:  опыт построения баз данных/программирования для баз данных/продвинутой работы с базами данных; опыт работы с большим объемом данных (анализ временных рядов, фильтрация данных); опыт работы с реальными данными финансовых рынков; знание VBScript, R, PYTHON.  """
""" Высшее техническое/финансовое/ экономическое образование; Опыт работы в финансовом/ экономическом подразделении в инвестиционных отделах компаний, банках, фондах, консалтинговых компаниях от 2 лет; Продвинутый пользователь Excel; Высокая работоспособность; Склонность к аналитической деятельности; Высокие коммуникативные навыки.  """
"""Высшее профильное образование, опыт работы от 3-х лет на аналогичной должности. Продвинутый пользователь Excel, навыки работы с большими объемами данных, опыт финансового моделирования. Сфера деятельности компаний, предыдущих работодателей - Желательно добывающая, горнометаллургическая промышленность, промышленное производство. Английский язык на уровне не ниже Intermediate.Обязанности: Формирование долгосрочных финансовых моделей действующих предприятий, моделирование и расчёт эффективности инвестиционных проектов, разработка методологии долгосрочного экономического планирования"""
""" Возможно без опыта работы Высшее экономическое или математическое образование Отличное владение excel (формулы ЕСЛИМН, ГПР, СУММЕСЛИМН, СМЕЩ и т.д.) Приветствуется: владение SQL, visual basic, опыт работы в 1С Аналитический склад ума, скрупулезность  """
""" опыт активных продаж розничных банковских продуктов от 1 года опыт работы с банковской документацией знание банковских продуктов и методик проведения банковских операций высокие коммуникативные навыки и нацеленность на результат    """
"""• Опыт работы ведущим экономистом 2-3 лет в крупной компании/многопрофильном холдинге с несколькими юридическими лицами ( прибл от 10), с оборотами от 1 млрд. • Высокая компетенция в области финансового менеджмента, финансовой и управленческой отчетности, бюджетирование"""
""" высшее образование; опыт работы с большими массивами данных; опыт обработки и аналитики по отчетности производства; навыки работы с Excel (ВПР, сводные таблицы, условное форматирование), ERP-системами; владение английским языком на уровне pre-intermediate; самостоятельность, аналитическое мышление, работоспособность.  """
""" Опыт работы экономистом от 2 лет в крупной компании / многопрофильном холдинге с несколькими юридическими лицами и оборотом от 1 млрд. Высокая компетенция в области финансового менеджмента, финансовой и управленческой отчётности, бюджетирование Отличные аналитические способности, стратегическое мышление Системность, ориентация на результат Сильные менеджерские навыки  """
""" Высшее экономическое образование Уверенный пользователь ПК Опыт работы в 1С, отличное знание Excel. Умение работать с большими объемами информации Умение работать с большими объемами информации, внимательность, ответственность, аккуратность,  """
""" навыки работы с ПК (excel, уверенный пользователь), любая ERP система (SAP, 1C) является преимуществом; желание работать с клиентами; исполнительность, внимательность, стрессоустойчивость, ответственность; готовность к большому объему информации; аналитический склад ума; грамотная речь.  """
""" Высшее профессиональное (экономическое) образование Опытный пользователь ПК, Microsoft Office, программы 1С  """
